ID	技能名字	技能描述	CD时间	技能片特效	技能片缩放比例	技能范围	技能基准点	阵营选择	半径	角度	高度	宽度	身后距离	值条件(条件)	百分比条件(条件)	几率(条件)	值(条件)	百分比(条件)	延迟时间	间隔时间	总时间	效果选择	作用属性	效果状态	百分比	基础伤害	基础秒数	技能伤害类型	延时类型	效果描述	技能声效	参数1	参数2	参数3	参数4	空行
102062	성•주작연시	무장의 공격이 50% 증가하며， 지속시간은 무력에 따라 달라집니다.	20	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.5		10	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
103062	황•주작연시	무장의 공격이 60% 증가하며， 지속시간은 무력에 따라 달라집니다.	20	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.6		12	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
100063	제신멸세	생명이 가장 많은 적군에게 자신의 현재 생명의 40%만큼 피해를 입힙니다.	13	Ani_phoenix		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.4		0	7			sound/skilleffect/dao/dao1.wav					
101063	귀•제신멸세	생명이 가장 많은 적군에게 자신의 현재 생명의 45%만큼 피해를 입힙니다.	12	Ani_phoenix		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.45		0	7			sound/skilleffect/dao/dao1.wav					
102063	성•제신멸세	생명이 가장 많은 적군에게 자신의 현재 생명의 50%만큼 피해를 입힙니다.	11	Ani_phoenix		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.5		0	7			sound/skilleffect/dao/dao1.wav					
103063	황•제신멸세	생명이 가장 많은 적군에게 자신의 현재 생명의 55%만큼 피해를 입힙니다.	10	Ani_phoenix		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.55		0	7			sound/skilleffect/dao/dao1.wav					
100064	무신패참	부채꼴범위 내에 있는 적군 전체에게 80%의 공격 피해를 입힙니다.	18	Ani_daoguang		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	0.8		0	3			sound/skilleffect/dao/dao1.wav					
101064	귀•무신패참	부채꼴범위 내에 있는 적군 전체에게 90%의 공격 피해를 입힙니다.	17	Ani_daoguang		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	0.9		0	3			sound/skilleffect/dao/dao1.wav					
102064	성•무신패참	부채꼴범위 내에 있는 적군 전체에게 100%의 공격 피해를 입힙니다.	16	Ani_daoguang		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1		0	3			sound/skilleffect/dao/dao1.wav					
103064	황•무신패참	부채꼴범위 내에 있는 적군 전체에게 110%의 공격 피해를 입힙니다.	15	Ani_daoguang		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1.1		0	3			sound/skilleffect/dao/dao1.wav					
100065	노화중소	모든 적군 무장에게 90%의 기본 피해를 입힙니다.	18	Ani_daoguang		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0.9		0	1			sound/skilleffect/dao/dao1.wav					
101065	귀•노화중소	모든 적군 무장에게 100%의 기본 피해를 입힙니다.	17	Ani_daoguang		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1		0	1			sound/skilleffect/dao/dao1.wav					
102065	성•노화중소	모든 적군 무장에게 110%의 기본 피해를 입힙니다.	16	Ani_daoguang		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1.1		0	1			sound/skilleffect/dao/dao1.wav					
103065	황•노화중소	모든 적군 무장에게 120%의 기본 피해를 입힙니다.	15	Ani_daoguang		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1.2		0	1			sound/skilleffect/dao/dao1.wav					
100066	검척제귀	생명이 가장 적은 적군 무장에게 180%의 기본 피해를 입힙니다.	13	Ani_duodaoguang		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1.8		6	1			sound/skilleffect/dao/dao1.wav					
101066	귀•검척제귀	생명이 가장 적은 적군 무장에게 200%의 기본 피해를 입힙니다.	12	Ani_duodaoguang		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2		8	1			sound/skilleffect/dao/dao1.wav					
102066	성•검척제귀	생명이 가장 적은 적군 무장에게 220%의 기본 피해를 입힙니다.	11	Ani_duodaoguang		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2.2		8	1			sound/skilleffect/dao/dao1.wav					
103066	황•검척제귀	생명이 가장 적은 적군 무장에게 240%의 기본 피해를 입힙니다.	10	Ani_duodaoguang		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2.4		10	1			sound/skilleffect/dao/dao1.wav					
100067	수라지도	무장이 입는 피해가 60% 감소하며， 생명이 초당 2%씩 손실됩니다. 지속시간은 무력에 따라 달라집니다.	20	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	6	0.6		0	0	2	8	sound/skilleffect/dun/dunpai1.wav					
101067	귀•수라지도	무장이 입는 피해가 65% 감소하며， 생명이 초당 2%씩 손실됩니다. 지속시간은 무력에 따라 달라집니다.	20	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	6	0.65		0	0	2	8	sound/skilleffect/dun/dunpai1.wav					
102067	성•수라지도	무장이 입는 피해가 70% 감소하며， 생명이 초당 2%씩 손실됩니다. 지속시간은 무력에 따라 달라집니다.	20	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	6	0.7		0	0	2	8	sound/skilleffect/dun/dunpai1.wav					
103067	황•수라지도	무장이 입는 피해가 75% 감소하며， 생명이 초당 2%씩 손실됩니다. 지속시간은 무력에 따라 달라집니다.	20	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	6	0.75		0	0	2	8	sound/skilleffect/dun/dunpai1.wav					
110067	수라지도	무장이 입는 피해가 60% 감소하며， 생명이 초당 2%씩 손실됩니다. 지속시간은 무력에 따라 달라집니다.	20			9	1	1	0	0	0	0	0	0	0	1	0	0	1	60	0	1	9	0	-0.02		0	0	2	8	sound/skilleffect/dun/dunpai1.wav					
111067	귀•수라지도	무장이 입는 피해가 65% 감소하며， 생명이 초당 2%씩 손실됩니다. 지속시간은 무력에 따라 달라집니다.	20			9	1	1	0	0	0	0	0	0	0	1	0	0	1	60	0	1	9	0	-0.02		0	0	2	8	sound/skilleffect/dun/dunpai1.wav					
112067	성•수라지도	무장이 입는 피해가 70% 감소하며， 생명이 초당 2%씩 손실됩니다. 지속시간은 무력에 따라 달라집니다.	20			9	1	1	0	0	0	0	0	0	0	1	0	0	1	60	0	1	9	0	-0.02		0	0	2	8	sound/skilleffect/dun/dunpai1.wav					
113067	황•수라지도	무장이 입는 피해가 75% 감소하며， 생명이 초당 2%씩 손실됩니다. 지속시간은 무력에 따라 달라집니다.	20			9	1	1	0	0	0	0	0	0	0	1	0	0	1	60	0	1	9	0	-0.02		0	0	2	8	sound/skilleffect/dun/dunpai1.wav					
200068	비양발호	지력이 가장 높은 적군 무장의 마법을 30% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	suijing_plist		14	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	-0.3	0	6	0	3	9	sound/skilleffect/jianyi/jianyi.wav					
201068	귀•비양발호	지력이 가장 높은 적군 무장의 마법을 40% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	suijing_plist		14	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	-0.4	0	7	0	3	9	sound/skilleffect/jianyi/jianyi.wav					
202068	성•비양발호	지력이 가장 높은 적군 무장의 마법을 50% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	suijing_plist		14	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	-0.5	0	8	0	3	9	sound/skilleffect/jianyi/jianyi.wav					
203068	황•비양발호	지력이 가장 높은 적군 무장의 마법을 60% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	suijing_plist		14	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	-0.6	0	10	0	3	9	sound/skilleffect/jianyi/jianyi.wav					
100069	이명상박	가장 많은 생명을 가진 적군에게 자신의 현재 손실된 생명의 65%만큼 피해를 입힙니다.	13	Ani_phoenix		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.65		0	8			sound/skilleffect/dao/dao1.wav					
101069	귀•이명상박	가장 많은 생명을 가진 적군에게 자신의 현재 손실된 생명의 70%만큼 피해를 입힙니다.	12	Ani_phoenix		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.7		0	8			sound/skilleffect/dao/dao1.wav					
102069	성•이명상박	가장 많은 생명을 가진 적군에게 자신의 현재 손실된 생명의 75%만큼 피해를 입힙니다.	11	Ani_phoenix		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.75		0	8			sound/skilleffect/dao/dao1.wav					
103069	황•이명상박	가장 많은 생명을 가진 적군에게 자신의 현재 손실된 생명의 80%만큼 피해를 입힙니다.	10	Ani_phoenix		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.8		0	8			sound/skilleffect/dao/dao1.wav					
300070	이화위귀	적군 전체의 방어를 50% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	suijing_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	5	0	-0.5	0	6	0	3	10	sound/skilleffect/jianyi/jianyi.wav					
301070	귀•이화위귀	적군 전체의 방어를 55% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	suijing_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	5	0	-0.55	0	8	0	3	10	sound/skilleffect/jianyi/jianyi.wav					
302070	성•이화위귀	적군 전체의 방어를 60% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	suijing_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	5	0	-0.6	0	10	0	3	10	sound/skilleffect/jianyi/jianyi.wav					
303070	황•이화위귀	적군 전체의 방어를 65% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	suijing_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	5	0	-0.65	0	12	0	3	10	sound/skilleffect/jianyi/jianyi.wav					
300071	구혼출규	모든 적군 무장의 공격을 30% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	suijing_plist		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.3	0	7	0	3	2	sound/skilleffect/jianyi/jianyi.wav					
301071	귀•구혼출규	모든 적군 무장의 공격을 35% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	suijing_plist		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.35	0	9	0	3	2	sound/skilleffect/jianyi/jianyi.wav					
302071	성•구혼출규	모든 적군 무장의 공격을 40% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	suijing_plist		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.4	0	11	0	3	2	sound/skilleffect/jianyi/jianyi.wav					
303071	황•구혼출규	모든 적군 무장의 공격을 45% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	suijing_plist		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.45	0	13	0	3	2	sound/skilleffect/jianyi/jianyi.wav					
200072	산혼비시	적군 전체의 마법을 40% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	suijing_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	-0.4	0	6	0	3	4	sound/skilleffect/jianyi/jianyi.wav					
201072	귀•산혼비시	적군 전체의 마법을 45% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	suijing_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	-0.45	0	8	0	3	4	sound/skilleffect/jianyi/jianyi.wav					
202072	성•산혼비시	적군 전체의 마법을 50% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	suijing_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	-0.5	0	10	0	3	4	sound/skilleffect/jianyi/jianyi.wav					
203072	황•산혼비시	적군 전체의 마법을 55% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	suijing_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	-0.55	0	12	0	3	4	sound/skilleffect/jianyi/jianyi.wav					
100073	무영삭혼	생명이 가장 적은 적군을 공격하며， 쌍방 무력의 차이가 클 수록 더 큰 피해를 입힙니다.	13	Ani_Lightning		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0		6	4			sound/skilleffect/dao/dao1.wav					
101073	귀•무영삭혼	생명이 가장 적은 적군을 공격하며， 쌍방 무력의 차이가 클 수록 더 큰 피해를 입힙니다.	12	Ani_Lightning		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0		8	4			sound/skilleffect/dao/dao1.wav					
102073	성•무영삭혼	생명이 가장 적은 적군을 공격하며， 쌍방 무력의 차이가 클 수록 더 큰 피해를 입힙니다.	11	Ani_Lightning		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0		8	4			sound/skilleffect/dao/dao1.wav					
103073	황•무영삭혼	생명이 가장 적은 적군을 공격하며， 쌍방 무력의 차이가 클 수록 더 큰 피해를 입힙니다.	10	Ani_Lightning		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0		10	4			sound/skilleffect/dao/dao1.wav					
100074	인정천하	촉나라 무장의 공격과 마법이 50% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20	huangguang_plist		36	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	1	0	0.5		6	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
101074	귀•인정천하	촉나라 무장의 공격과 마법이 55% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20	huangguang_plist		36	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	1	0	0.55		8	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
102074	성•인정천하	촉나라 무장의 공격과 마법이 60% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20	huangguang_plist		36	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	1	0	0.6		10	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
103074	황•인정천하	촉나라 무장의 공격과 마법이 65% 증가하며， 8초간 받는 피해를 30% 감소 시킵니다.	20	huangguang_plist		36	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	1	0	0.65		12	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
110074	인정천하	촉나라 무장의 공격과 마법이 50% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20			36	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	4	0	0.5		6	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
111074	귀•인정천하	촉나라 무장의 공격과 마법이 55% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20			36	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	4	0	0.55		8	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
112074	성•인정천하	촉나라 무장의 공격과 마법이 60% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20			36	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	4	0	0.6		10	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
113074	황•인정천하	촉나라 무장의 공격과 마법이 65% 증가하며， 8초간 받는 피해를 30% 감소 시킵니다.	20			36	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	4	0	0.65		12	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
120074	인정천하	촉나라 무장의 공격과 마법이 50% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20			36	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	4		6	0.2				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
121074	귀•인정천하	촉나라 무장의 공격과 마법이 55% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20			36	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	4		6	0.2				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
122074	성•인정천하	촉나라 무장의 공격과 마법이 60% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20			36	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	4		6	0.2				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
123074	황•인정천하	촉나라 무장의 공격과 마법이 65% 증가하며， 8초간 받는 피해를 30% 감소 시킵니다.	20			36	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	4		6	0.3				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
100075	음혈열인	무력이 가장 높은 적군 무장에게 210%의 기본 피해와 무장간 무력차이의 200%만큼 추가 피해를 입히며， 3초간 받는 피해를 70% 감소 시킵니다.	13	Ani_Lightning		19	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2.1		6	4			sound/skilleffect/dao/dao1.wav					
101075	귀•음혈열인	무력이 가장 높은 적군 무장에게 230%의 기본 피해와 무장간 무력차이의 220%만큼 추가 피해를 입히며， 4초간 받는 피해를 70% 감소 시킵니다.	12	Ani_Lightning		19	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2.3		8	4			sound/skilleffect/dao/dao1.wav					
102075	성•음혈열인	무력이 가장 높은 적군 무장에게 250%의 기본 피해와 무장간 무력차이의 240%만큼 추가 피해를 입히며， 5초간 받는 피해를 70% 감소 시킵니다.	11	Ani_Lightning		19	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2.5		8	4			sound/skilleffect/dao/dao1.wav					
103075	황•음혈열인	무력이 가장 높은 적군 무장에게 270%의 기본 피해와 무장간 무력차이의 260%만큼 추가 피해를 입히며， 6초간 받는 피해를 70% 감소 시킵니다.	10	Ani_Lightning		19	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2.7		10	4			sound/skilleffect/dao/dao1.wav					
110075	음혈열인	무력이 가장 높은 적군 무장에게 210%의 기본 피해와 무장간 무력차이의 200%만큼 추가 피해를 입히며， 3초간 받는 피해를 70% 감소 시킵니다.	13			9	1	1	0	0	0	0	0	0	0	1	0	0	1	180	180	4	0	6	0.7		0	0	1	8	sound/skilleffect/dao/dao1.wav					
111075	귀•음혈열인	무력이 가장 높은 적군 무장에게 230%의 기본 피해와 무장간 무력차이의 220%만큼 추가 피해를 입히며， 4초간 받는 피해를 70% 감소 시킵니다.	12			9	1	1	0	0	0	0	0	0	0	1	0	0	1	240	240	4	0	6	0.7		0	0	1	8	sound/skilleffect/dao/dao1.wav					
112075	성•음혈열인	무력이 가장 높은 적군 무장에게 250%의 기본 피해와 무장간 무력차이의 240%만큼 추가 피해를 입히며， 5초간 받는 피해를 70% 감소 시킵니다.	11			9	1	1	0	0	0	0	0	0	0	1	0	0	1	300	300	4	0	6	0.7		0	0	1	8	sound/skilleffect/dao/dao1.wav					
113075	황•음혈열인	무력이 가장 높은 적군 무장에게 270%의 기본 피해와 무장간 무력차이의 260%만큼 추가 피해를 입히며， 6초간 받는 피해를 70% 감소 시킵니다.	10			9	1	1	0	0	0	0	0	0	0	1	0	0	1	360	360	4	0	6	0.7		0	0	1	8	sound/skilleffect/dao/dao1.wav					
100076	금사요일	무장의 현재 생명을 20% 소비하여 공격력을 160% 증가시킵니다. 지속시간은 무력에 따라 달라집니다.	20	gaoji_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1.6		6	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
101076	귀•금사요일	무장의 현재 생명을 20% 소비하여 공격력을 170% 증가시킵니다. 지속시간은 무력에 따라 달라집니다.	20	gaoji_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1.7		8	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
102076	성•금사요일	무장의 현재 생명을 20% 소비하여 공격력을 180% 증가시킵니다. 지속시간은 무력에 따라 달라집니다.	20	gaoji_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1.8		10	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
103076	황•금사요일	무장의 현재 생명을 20% 소비하여 공격력을 190% 증가시킵니다. 지속시간은 무력에 따라 달라집니다.	20	gaoji_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1.9		12	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
110076	금사요일	무장의 현재 생명을 20% 소비하여 공격력을 160% 증가시킵니다. 지속시간은 무력에 따라 달라집니다.	20			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	9	0	-0.2		6	0		1	sound/skilleffect/zhenyi/zengyi.wav					
111076	귀•금사요일	무장의 현재 생명을 20% 소비하여 공격력을 170% 증가시킵니다. 지속시간은 무력에 따라 달라집니다.	20			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	9	0	-0.2		8	0		1	sound/skilleffect/zhenyi/zengyi.wav					
112076	성•금사요일	무장의 현재 생명을 20% 소비하여 공격력을 180% 증가시킵니다. 지속시간은 무력에 따라 달라집니다.	20			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	9	0	-0.2		10	0		1	sound/skilleffect/zhenyi/zengyi.wav					
113076	황•금사요일	무장의 현재 생명을 20% 소비하여 공격력을 190% 증가시킵니다. 지속시간은 무력에 따라 달라집니다.	20			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	9	0	-0.2		12	0		1	sound/skilleffect/zhenyi/zengyi.wav					
100077	일기당선	직사각형범위 내에 있는 적군 전체에게 120%의 공격 피해를 입힙니다.	18	Ani_Lightning		3	1	2	0	0	2600	400	50	0	0	1	0	0	1	0	0	6	0	0	1.2		0	3			sound/skilleffect/dao/dao1.wav					
101077	귀•일기당선	직사각형범위 내에 있는 적군 전체에게 130%의 공격 피해를 입힙니다.	17	Ani_Lightning		3	1	2	0	0	2600	400	50	0	0	1	0	0	1	0	0	6	0	0	1.3		0	3			sound/skilleffect/dao/dao1.wav					
102077	성•일기당선	직사각형범위 내에 있는 적군 전체에게 140%의 공격 피해를 입힙니다.	16	Ani_Lightning		3	1	2	0	0	2600	400	50	0	0	1	0	0	1	0	0	6	0	0	1.4		0	3			sound/skilleffect/dao/dao1.wav					
103077	황•일기당선	직사각형범위 내에 있는 적군 전체에게 150%의 공격 피해를 입힙니다.	15	Ani_Lightning		3	1	2	0	0	2600	400	50	0	0	1	0	0	1	0	0	6	0	0	1.5		0	3			sound/skilleffect/dao/dao1.wav					
100078	무쌍룡담	무장의 공격이 90% 증가하고 적에게 입힌 피해의 80%를 생명으로 흡수합니다. 지속시간은 무력에 따라 달라집니다.	20	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.9	0	6	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
101078	귀•무쌍룡담	무장의 공격이 100% 증가하고 적에게 입힌 피해의 80%를 생명으로 흡수합니다. 지속시간은 무력에 따라 달라집니다.	20	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1	0	8	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
102078	성•무쌍룡담	무장의 공격이 110% 증가하고 적에게 입힌 피해의 80%를 생명으로 흡수합니다. 지속시간은 무력에 따라 달라집니다.	20	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1.1	0	10	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
103078	황•무쌍룡담	무장의 공격이 120% 증가하고 적에게 입힌 피해의 80%를 생명으로 흡수합니다. 지속시간은 무력에 따라 달라집니다.	20	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1.2	0	12	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
110078	무쌍룡담	무장의 공격이 90% 증가하고 적에게 입힌 피해의 80%를 생명으로 흡수합니다. 지속시간은 무력에 따라 달라집니다.	20			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	1	0.8	0	6	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
111078	귀•무쌍룡담	무장의 공격이 100% 증가하고 적에게 입힌 피해의 80%를 생명으로 흡수합니다. 지속시간은 무력에 따라 달라집니다.	20			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	1	0.8	0	8	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
112078	성•무쌍룡담	무장의 공격이 110% 증가하고 적에게 입힌 피해의 80%를 생명으로 흡수합니다. 지속시간은 무력에 따라 달라집니다.	20			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	1	0.8	0	10	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
113078	황•무쌍룡담	무장의 공격이 120% 증가하고 적에게 입힌 피해의 80%를 생명으로 흡수합니다. 지속시간은 무력에 따라 달라집니다.	20			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	1	0.8	0	12	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
300079	기문둔갑	적군 전체의 공격과 마법을 55% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	bagua_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.55	0	7	0	3	2,9	sound/skilleffect/jianyi/jianyi.wav					
301079	귀•기문둔갑	적군 전체의 공격과 마법을 60% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	bagua_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.6	0	9	0	3	2,9	sound/skilleffect/jianyi/jianyi.wav					
302079	성•기문둔갑	적군 전체의 공격과 마법을 65% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	bagua_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.65	0	11	0	3	2,9	sound/skilleffect/jianyi/jianyi.wav					
303079	황•기문둔갑	적군 전체의 공격과 마법을 70% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	bagua_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.7	0	13	0	3	2,9	sound/skilleffect/jianyi/jianyi.wav					
310079	기문둔갑	적군 전체의 공격과 마법을 55% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20			4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	-0.55	0	7	0	3	2,9	sound/skilleffect/jianyi/jianyi.wav					
311079	귀•기문둔갑	적군 전체의 공격과 마법을 60% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20			4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	-0.6	0	9	0	3	2,9	sound/skilleffect/jianyi/jianyi.wav					
312079	성•기문둔갑	적군 전체의 공격과 마법을 65% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20			4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	-0.65	0	11	0	3	2,9	sound/skilleffect/jianyi/jianyi.wav					
