英雄ID	阶级	展示名称	主动技能ID	被动技能1ID	被动技能2ID	被动技能3ID	空行															
90002	4	신•A장군	101062	10	11																	
90002	5	성•A장군	102062	10	11																	
90002	6	왕•A장군	102062	10	11	12																
90002	7	황•A장군	103062	10	11	12																
90003	1	황건두목	100056																			
90003	2	진•황건두목	100056	10																		
90003	3	귀•황건두목	101056	10																		
90003	4	신•황건두목	101056	10	11																	
90003	5	성•황건두목	102056	10	11																	
90003	6	왕•황건두목	102056	10	11	12																
90003	7	황•황건두목	103056	10	11	12																
90004	1	황건병사2	100046																			
90004	2	진•황건병사2	100046	10																		
90004	3	귀•황건병사2	101046	10																		
90004	4	신•황건병사2	101046	10	11																	
90004	5	성•황건병사2	102046	10	11																	
90004	6	왕•황건병사2	102046	10	11	12																
90004	7	황•황건병사2	103046	10	11	12																
90005	1	황건요녀	200072																			
90005	2	진•황건요녀	200072	4																		
90005	3	귀•황건요녀	201072	4																		
90005	4	신•황건요녀	201072	4	5																	
90005	5	성•황건요녀	202072	4	5																	
90005	6	왕•황건요녀	202072	4	5	6																
90005	7	황•황건요녀	203072	4	5	6																
90006	1	정원지	100046																			
90006	2	진•정원지	100046	10																		
90006	3	귀•정원지	101046	10																		
90006	4	신•정원지	101046	10	11																	
90006	5	성•정원지	102046	10	11																	
90006	6	왕•정원지	102046	10	11	12																
90006	7	황•정원지	103046	10	11	12																
90007	1	등무	100048																			
90007	2	진•등무	100048	10																		
90007	3	귀•등무	101048	10																		
90007	4	신•등무	101048	10	11																	
90007	5	성•등무	102048	10	11																	
90007	6	왕•등무	102048	10	11	12																
90007	7	황•등무	103048	10	11	12																
90008	1	고승	100046																			
90008	2	진•고승	100046	10																		
90008	3	귀•고승	101046	10																		
90008	4	신•고승	101046	10	11																	
90008	5	성•고승	102046	10	11																	
90008	6	왕•고승	102046	10	11	12																
90008	7	황•고승	103046	10	11	12																
90009	1	산적1	100056																			
90009	2	진•산적1	100056	10																		
90009	3	귀•산적1	101056	10																		
90009	4	신•산적1	101056	10	11																	
90009	5	성•산적1	102056	10	11																	
90009	6	왕•산적1	102056	10	11	12																
90009	7	황•산적1	103056	10	11	12																
90010	1	산적2	100062																			
90010	2	진•산적2	100062	10																		
90010	3	귀•산적2	101062	10																		
90010	4	신•산적2	101062	10	11																	
90010	5	성•산적2	102062	10	11																	
90010	6	왕•산적2	102062	10	11	12																
90010	7	황•산적2	103062	10	11	12																
90011	1	산적두목	100056																			
90011	2	진•산적두목	100056	10																		
90011	3	귀•산적두목	101056	10																		
90011	4	신•산적두목	101056	10	11																	
90011	5	성•산적두목	102056	10	11																	
90011	6	왕•산적두목	102056	10	11	12																
90011	7	황•산적두목	103056	10	11	12																
90012	1	황건정예병사	100046																			
90012	2	진•황건정예병사	100046	10																		
90012	3	귀•황건정예병사	101046	10																		
90012	4	신•황건정예병사	101046	10	11																	
90012	5	성•황건정예병사	102046	10	11																	
90012	6	왕•황건정예병사	102046	10	11	12																
90012	7	황•황건정예병사	103046	10	11	12																
90013	1	장연	100048																			
90013	2	진•장연	100048	10																		
90013	3	귀•장연	101048	10																		
90013	4	신•장연	101048	10	11																	
90013	5	성•장연	102048	10	11																	
90013	6	왕•장연	102048	10	11	12																
90013	7	황•장연	103048	10	11	12																
90014	1	황건	100046																			
90014	2	진•황건	100046	10																		
90014	3	귀•황건	101046	10																		
90014	4	신•황건	101046	10	11																	
90014	5	성•황건	102046	10	11																	
90014	6	왕•황건	102046	10	11	12																
90014	7	황•황건	103046	10	11	12																
90015	1	산적	100056																			
90015	2	진•산적	100056	10																		
90015	3	귀•산적	101056	10																		
90015	4	신•산적	101056	10	11																	
90015	5	성•산적	102056	10	11																	
90015	6	왕•산적	102056	10	11	12																
90015	7	황•산적	103056	10	11	12																
10001	1	황건병사1	100062																			
10001	2	진•황건병사1	100062	10																		
10001	3	귀•황건병사1	101062	10																		
10001	4	신•황건병사1	101062	10	11																	
10001	5	성•황건병사1	102062	10	11																	
10001	6	왕•황건병사1	102062	10	11	12																
10001	7	황•황건병사1	103062	10	11	12																
10002	1	군사	200045																			
10002	2	진•군사	200045	4																		
10002	3	귀•군사	201045	4																		
10002	4	신•군사	201045	4	5																	
10002	5	성•군사	202045	4	5																	
10002	6	왕•군사	202045	4	5	6																
10002	7	황•군사	203045	4	5	6																
10003	1	병조	100062																			
10003	2	진•병조	100062	10																		
10003	3	귀•병조	101062	10																		
10003	4	신•병조	101062	10	11																	
10003	5	성•병조	102062	10	11																	
10003	6	왕•병조	102062	10	11	12																
10003	7	황•병조	103062	10	11	12																
10004	1	황건병사1	100062																			
10004	2	진•황건병사1	100062	10																		
10004	3	귀•황건병사1	101062	10																		
10004	4	신•황건병사1	101062	10	11																	
10004	5	성•황건병사1	102062	10	11																	
10004	6	왕•황건병사1	102062	10	11	12																
10004	7	황•황건병사1	103062	10	11	12																
10005	1	황건두목	100056																			
10005	2	진•황건두목	100056	10																		
10005	3	귀•황건두목	101056	10																		
10005	4	신•황건두목	101056	10	11																	
10005	5	성•황건두목	102056	10	11																	
10005	6	왕•황건두목	102056	10	11	12																
10005	7	황•황건두목	103056	10	11	12																
10006	1	황건병사2	100046																			
10006	2	진•황건병사2	100046	10																		
10006	3	귀•황건병사2	101046	10																		
10006	4	신•황건병사2	101046	10	11																	
10006	5	성•황건병사2	102046	10	11																	
10006	6	왕•황건병사2	102046	10	11	12																
10006	7	황•황건병사2	103046	10	11	12																
10007	1	감군	100062																			
10007	2	진•감군	100062	10																		
10007	3	귀•감군	101062	10																		
10007	4	신•감군	101062	10	11																	
10007	5	성•감군	102062	10	11																	
10007	6	왕•감군	102062	10	11	12																
10007	7	황•감군	103062	10	11	12																
10008	1	감군	100062																			
10008	2	진•감군	100062	10																		
10008	3	귀•감군	101062	10																		
10008	4	신•감군	101062	10	11																	
10008	5	성•감군	102062	10	11																	
10008	6	왕•감군	102062	10	11	12																
10008	7	황•감군	103062	10	11	12																
10009	1	황건요녀	200072																			
10009	2	진•황건요녀	200072	4																		
10009	3	귀•황건요녀	201072	4																		
10009	4	신•황건요녀	201072	4	5																	
10009	5	성•황건요녀	202072	4	5																	
10009	6	왕•황건요녀	202072	4	5	6																
10009	7	황•황건요녀	203072	4	5	6																
10010	1	정원지	100046																			
10010	2	진•정원지	100046	10																		
10010	3	귀•정원지	101046	10																		
10010	4	신•정원지	101046	10	11																	
10010	5	성•정원지	102046	10	11																	
10010	6	왕•정원지	102046	10	11	12																
10010	7	황•정원지	103046	10	11	12																
10011	1	독군	100046																			
10011	2	진•독군	100046	10																		
10011	3	귀•독군	101046	10																		
10011	4	신•독군	101046	10	11																	
10011	5	성•독군	102046	10	11																	
10011	6	왕•독군	102046	10	11	12																
10011	7	황•독군	103046	10	11	12																
10012	1	요희	200092,210092																			
10012	2	진•요희	200092,210092	4																		
10012	3	귀•요희	201092,211092	4																		
10012	4	신•요희	201092,211092	4	5																	
10012	5	성•요희	202092,212092	4	5																	
10012	6	왕•요희	202092,212092	4	5	6																
10012	7	황•요희	203092,213092	4	5	6																
10013	1	고승	100046																			
10013	2	진•고승	100046	10																		
10013	3	귀•고승	101046	10																		
10013	4	신•고승	101046	10	11																	
10013	5	성•고승	102046	10	11																	
10013	6	왕•고승	102046	10	11	12																
10013	7	황•고승	103046	10	11	12																
10014	1	병조	100062																			
10014	2	진•병조	100062	10																		
10014	3	귀•병조	101062	10																		
10014	4	신•병조	101062	10	11																	
10014	5	성•병조	102062	10	11																	
10014	6	왕•병조	102062	10	11	12																
10014	7	황•병조	103062	10	11	12																
10015	1	산적1	100056																			
10015	2	진•산적1	100056	10																		
10015	3	귀•산적1	101056	10																		
10015	4	신•산적1	101056	10	11																	
10015	5	성•산적1	102056	10	11																	
10015	6	왕•산적1	102056	10	11	12																
10015	7	황•산적1	103056	10	11	12																
10016	1	용사교위	100048																			
10016	2	진•용사교위	100048	10																		
10016	3	귀•용사교위	101048	10																		
10016	4	신•용사교위	101048	10	11																	
10016	5	성•용사교위	102048	10	11																	
10016	6	왕•용사교위	102048	10	11	12																
10016	7	황•용사교위	103048	10	11	12																
10017	1	호군	100062																			
10017	2	진•호군	100062	10																		
10017	3	귀•호군	101062	10																		
10017	4	신•호군	101062	10	11																	
10017	5	성•호군	102062	10	11																	
10017	6	왕•호군	102062	10	11	12																
10017	7	황•호군	103062	10	11	12																
10018	1	도위	100046																			
10018	2	진•도위	100046	10																		
10018	3	귀•도위	101046	10																		
10018	4	신•도위	101046	10	11																	
10018	5	성•도위	102046	10	11																	
10018	6	왕•도위	102046	10	11	12																
10018	7	황•도위	103046	10	11	12																
10019	1	산적2	100062																			
10019	2	진•산적2	100062	10																		
10019	3	귀•산적2	101062	10																		
10019	4	신•산적2	101062	10	11																	
10019	5	성•산적2	102062	10	11																	
10019	6	왕•산적2	102062	10	11	12																
10019	7	황•산적2	103062	10	11	12																
10020	1	산적두목	100056																			
10020	2	진•산적두목	100056	10																		
10020	3	귀•산적두목	101056	10																		
10020	4	신•산적두목	101056	10	11																	
10020	5	성•산적두목	102056	10	11																	
10020	6	왕•산적두목	102056	10	11	12																
10020	7	황•산적두목	103056	10	11	12																
10021	1	전군교위	100056																			
10021	2	진•전군교위	100056	10																		
10021	3	귀•전군교위	101056	10																		
10021	4	신•전군교위	101056	10	11																	
10021	5	성•전군교위	102056	10	11																	
10021	6	왕•전군교위	102056	10	11	12																
10021	7	황•전군교위	103056	10	11	12																
10022	1	황건정예병사	100046																			
10022	2	진•황건정예병사	100046	10																		
10022	3	귀•황건정예병사	101046	10																		
10022	4	신•황건정예병사	101046	10	11																	
10022	5	성•황건정예병사	102046	10	11																	
10022	6	왕•황건정예병사	102046	10	11	12																
10022	7	황•황건정예병사	103046	10	11	12																
10023	1	의사	400091																			
10023	2	진•의사	400091	7																		
10023	3	귀•의사	401091	7																		
10023	4	신•의사	401091	7	8																	
10023	5	성•의사	402091	7	8																	
10023	6	왕•의사	402091	7	8	9																
10023	7	황•의사	403091	7	8	9																
10024	1	빈기	300071																			
10024	2	진•빈기	300071	4																		
10024	3	귀•빈기	301071	4																		
10024	4	신•빈기	301071	4	5																	
10024	5	성•빈기	302071	4	5																	
10024	6	왕•빈기	302071	4	5	6																
10024	7	황•빈기	303071	4	5	6																
10025	1	황건정예병사	100046																			
10025	2	진•황건정예병사	100046	10																		
10025	3	귀•황건정예병사	101046	10																		
10025	4	신•황건정예병사	101046	10	11																	
10025	5	성•황건정예병사	102046	10	11																	
10025	6	왕•황건정예병사	102046	10	11	12																
10025	7	황•황건정예병사	103046	10	11	12																
10026	1	전군교위	100056																			
10026	2	진•전군교위	100056	10																		
10026	3	귀•전군교위	101056	10																		
10026	4	신•전군교위	101056	10	11																	
10026	5	성•전군교위	102056	10	11																	
10026	6	왕•전군교위	102056	10	11	12																
10026	7	황•전군교위	103056	10	11	12																
10027	1	평아	100048																			
10027	2	진•평아	100048	10																		
10027	3	귀•평아	101048	10																		
10027	4	신•평아	101048	10	11																	
10027	5	성•평아	102048	10	11																	
10027	6	왕•평아	102048	10	11	12																
10027	7	황•평아	103048	10	11	12																
10028	1	중서승	200059																			
10028	2	진•중서승	200059	4																		
10028	3	귀•중서승	201059	4																		
10028	4	신•중서승	201059	4	5																	
10028	5	성•중서승	202059	4	5																	
10028	6	왕•중서승	202059	4	5	6																
10028	7	황•중서승	203059	4	5	6																
10029	1	성도사	200068																			
10029	2	진•성도사	200068	4																		
10029	3	귀•성도사	201068	4																		
10029	4	신•성도사	201068	4	5																	
10029	5	성•성도사	202068	4	5																	
10029	6	왕•성도사	202068	4	5	6																
10029	7	황•성도사	203068	4	5	6																
10030	1	장포	100042,110042																			
10030	2	진•장포	100042,110042	10																		
10030	3	귀•장포	101042,111042	10																		
10030	4	신•장포	101042,111042	10	11																	
10030	5	성•장포	102042,112042	10	11																	
10030	6	왕•장포	102042,112042	10	11	12																
10030	7	황•장포	103042,113042	10	11	12																
10031	1	금위군교관	100051																			
10031	2	진•금위군교관	100051	10																		
10031	3	귀•금위군교관	101051	10																		
10031	4	신•금위군교관	101051	10	11																	
10031	5	성•금위군교관	102051	10	11																	
10031	6	왕•금위군교관	102051	10	11	12																
10031	7	황•금위군교관	103051	10	11	12																
10032	1	평아	100048																			
10032	2	진•평아	100048	10																		
10032	3	귀•평아	101048	10																		
10032	4	신•평아	101048	10	11																	
10032	5	성•평아	102048	10	11																	
10032	6	왕•평아	102048	10	11	12																
10032	7	황•평아	103048	10	11	12																
10033	1	황보숭	100048																			
10033	2	진•황보숭	100048	10																		
10033	3	귀•황보숭	101048	10																		
10033	4	신•황보숭	101048	10	11																	
10033	5	성•황보숭	102048	10	11																	
10033	6	왕•황보숭	102048	10	11	12																
10033	7	황•황보숭	103048	10	11	12																
10034	1	금도위	100062																			
10034	2	진•금도위	100062	10																		
10034	3	귀•금도위	101062	10																		
10034	4	신•금도위	101062	10	11																	
10034	5	성•금도위	102062	10	11																	
10034	6	왕•금도위	102062	10	11	12																
10034	7	황•금도위	103062	10	11	12																
10035	1	황보숭	100048																			
10035	2	진•황보숭	100048	10																		
10035	3	귀•황보숭	101048	10																		
10035	4	신•황보숭	101048	10	11																	
10035	5	성•황보숭	102048	10	11																	
10035	6	왕•황보숭	102048	10	11	12																
10035	7	황•황보숭	103048	10	11	12																
10036	1	검호	100051																			
10036	2	진•검호	100051	10																		
10036	3	귀•검호	101051	10																		
10036	4	신•검호	101051	10	11																	
10036	5	성•검호	102051	10	11																	
10036	6	왕•검호	102051	10	11	12																
10036	7	황•검호	103051	10	11	12																
10037	1	황보숭	100048																			
10037	2	진•황보숭	100048	10																		
10037	3	귀•황보숭	101048	10																		
10037	4	신•황보숭	101048	10	11																	
10037	5	성•황보숭	102048	10	11																	
10037	6	왕•황보숭	102048	10	11	12																
10037	7	황•황보숭	103048	10	11	12																
10038	1	중서승	200059																			
10038	2	진•중서승	200059	4																		
10038	3	귀•중서승	201059	4																		
10038	4	신•중서승	201059	4	5																	
10038	5	성•중서승	202059	4	5																	
10038	6	왕•중서승	202059	4	5	6																
10038	7	황•중서승	203059	4	5	6																
10039	1	영군교관	100046																			
10039	2	진•영군교관	100046	10																		
10039	3	귀•영군교관	101046	10																		
10039	4	신•영군교관	101046	10	11																	
10039	5	성•영군교관	102046	10	11																	
10039	6	왕•영군교관	102046	10	11	12																
10039	7	황•영군교관	103046	10	11	12																
10040	1	동탁	100085,110085,120085																			
10040	2	진•동탁	100085,110085,120085	10																		
10040	3	귀•동탁	101085,111085,121085	10																		
10040	4	신•동탁	101085,111085,121085	10	11																	
10040	5	성•동탁	102085,112085,122085	10	11																	
10040	6	왕•동탁	102085,112085,122085	10	11	12																
10040	7	황•동탁	103085,113085,123085	10	11	12																
10041	1	장수	100048																			
10041	2	진•장수	100048	10																		
10041	3	귀•장수	101048	10																		
10041	4	신•장수	101048	10	11																	
10041	5	성•장수	102048	10	11																	
10041	6	왕•장수	102048	10	11	12																
10041	7	황•장수	103048	10	11	12																
10042	1	장수	100048																			
10042	2	진•장수	100048	10																		
10042	3	귀•장수	101048	10																		
10042	4	신•장수	101048	10	11																	
10042	5	성•장수	102048	10	11																	
10042	6	왕•장수	102048	10	11	12																
10042	7	황•장수	103048	10	11	12																
10043	1	고순	100057																			
10043	2	진•고순	100057	10																		
10043	3	귀•고순	101057	10																		
10043	4	신•고순	101057	10	11																	
10043	5	성•고순	102057	10	11																	
10043	6	왕•고순	102057	10	11	12																
10043	7	황•고순	103057	10	11	12																
10044	1	관평	100040,110040																			
10044	2	진•관평	100040,110040	10																		
10044	3	귀•관평	101040,111040	10																		
10044	4	신•관평	101040,111040	10	11																	
10044	5	성•관평	102040,112040	10	11																	
10044	6	왕•관평	102040,112040	10	11	12																
10044	7	황•관평	103040,113040	10	11	12																
10045	1	고순	100057																			
10045	2	진•고순	100057	10																		
10045	3	귀•고순	101057	10																		
10045	4	신•고순	101057	10	11																	
10045	5	성•고순	102057	10	11																	
10045	6	왕•고순	102057	10	11	12																
10045	7	황•고순	103057	10	11	12																
10046	1	황건정예병사	100046																			
10046	2	진•황건정예병사	100046	10																		
10046	3	귀•황건정예병사	101046	10																		
10046	4	신•황건정예병사	101046	10	11																	
10046	5	성•황건정예병사	102046	10	11																	
10046	6	왕•황건정예병사	102046	10	11	12																
10046	7	황•황건정예병사	103046	10	11	12																
10047	1	유장	200059																			
10047	2	진•유장	200059	4																		
10047	3	귀•유장	201059	4																		
10047	4	신•유장	201059	4	5																	
10047	5	성•유장	202059	4	5																	
10047	6	왕•유장	202059	4	5	6																
10047	7	황•유장	203059	4	5	6																
10048	1	손로반	400111																			
10048	2	진•손로반	400111	7																		
10048	3	귀•손로반	401111	7																		
10048	4	신•손로반	401111	7	8																	
10048	5	성•손로반	402111	7	8																	
10048	6	왕•손로반	402111	7	8	9																
10048	7	황•손로반	403111	7	8	9																
10049	1	장수	100048																			
10049	2	진•장수	100048	10																		
10049	3	귀•장수	101048	10																		
10049	4	신•장수	101048	10	11																	
10049	5	성•장수	102048	10	11																	
10049	6	왕•장수	102048	10	11	12																
10049	7	황•장수	103048	10	11	12																
10050	1	장각	200088																			
10050	2	진•장각	200088	4																		
10050	3	귀•장각	201088	4																		
10050	4	신•장각	201088	4	5																	
10050	5	성•장각	202088	4	5																	
10050	6	왕•장각	202088	4	5	6																
10050	7	황•장각	203088	4	5	6																
10051	1	장수	100048																			
10051	2	진•장수	100048	10																		
10051	3	귀•장수	101048	10																		
10051	4	신•장수	101048	10	11																	
10051	5	성•장수	102048	10	11																	
10051	6	왕•장수	102048	10	11	12																
10051	7	황•장수	103048	10	11	12																
10052	1	능조	100062																			
10052	2	진•능조	100062	10																		
10052	3	귀•능조	101062	10																		
10052	4	신•능조	101062	10	11																	
10052	5	성•능조	102062	10	11																	
10052	6	왕•능조	102062	10	11	12																
10052	7	황•능조	103062	10	11	12																
10053	1	유장	200059																			
10053	2	진•유장	200059	4																		
10053	3	귀•유장	201059	4																		
10053	4	신•유장	201059	4	5																	
10053	5	성•유장	202059	4	5																	
10053	6	왕•유장	202059	4	5	6																
10053	7	황•유장	203059	4	5	6																
10054	1	황보숭	100048																			
10054	2	진•황보숭	100048	10																		
10054	3	귀•황보숭	101048	10																		
10054	4	신•황보숭	101048	10	11																	
10054	5	성•황보숭	102048	10	11																	
10054	6	왕•황보숭	102048	10	11	12																
10054	7	황•황보숭	103048	10	11	12																
10055	1	관평	100040,110040																			
10055	2	진•관평	100040,110040	10																		
10055	3	귀•관평	101040,111040	10																		
10055	4	신•관평	101040,111040	10	11																	
10055	5	성•관평	102040,112040	10	11																	
10055	6	왕•관평	102040,112040	10	11	12																
10055	7	황•관평	103040,113040	10	11	12																
10056	1	관평	100040,110040																			
10056	2	진•관평	100040,110040	10																		
10056	3	귀•관평	101040,111040	10																		
10056	4	신•관평	101040,111040	10	11																	
10056	5	성•관평	102040,112040	10	11																	
10056	6	왕•관평	102040,112040	10	11	12																
10056	7	황•관평	103040,113040	10	11	12																
10057	1	손로반	400111																			
10057	2	진•손로반	400111	7																		
10057	3	귀•손로반	401111	7																		
10057	4	신•손로반	401111	7	8																	
10057	5	성•손로반	402111	7	8																	
10057	6	왕•손로반	402111	7	8	9																
10057	7	황•손로반	403111	7	8	9																
10058	1	능조	100062																			
10058	2	진•능조	100062	10																		
10058	3	귀•능조	101062	10																		
10058	4	신•능조	101062	10	11																	
10058	5	성•능조	102062	10	11																	
10058	6	왕•능조	102062	10	11	12																
10058	7	황•능조	103062	10	11	12																
10059	1	관평	100040,110040																			
10059	2	진•관평	100040,110040	10																		
10059	3	귀•관평	101040,111040	10																		
10059	4	신•관평	101040,111040	10	11																	
10059	5	성•관평	102040,112040	10	11																	
10059	6	왕•관평	102040,112040	10	11	12																
10059	7	황•관평	103040,113040	10	11	12																
10060	1	장연	100048																			
10060	2	진•장연	100048	10																		
10060	3	귀•장연	101048	10																		
10060	4	신•장연	101048	10	11																	
10060	5	성•장연	102048	10	11																	
10060	6	왕•장연	102048	10	11	12																
10060	7	황•장연	103048	10	11	12																
10061	1	관평	100040,110040																			
10061	2	진•관평	100040,110040	10																		
10061	3	귀•관평	101040,111040	10																		
10061	4	신•관평	101040,111040	10	11																	
10061	5	성•관평	102040,112040	10	11																	
10061	6	왕•관평	102040,112040	10	11	12																
10061	7	황•관평	103040,113040	10	11	12																
10062	1	조절	200045																			
10062	2	진•조절	200045	4																		
10062	3	귀•조절	201045	4																		
10062	4	신•조절	201045	4	5																	
10062	5	성•조절	202045	4	5																	
10062	6	왕•조절	202045	4	5	6																
10062	7	황•조절	203045	4	5	6																
10063	1	주연	100051																			
10063	2	진•주연	100051	10																		
10063	3	귀•주연	101051	10																		
10063	4	신•주연	101051	10	11																	
10063	5	성•주연	102051	10	11																	
10063	6	왕•주연	102051	10	11	12																
10063	7	황•주연	103051	10	11	12																
10064	1	하후패	100048																			
10064	2	진•하후패	100048	10																		
10064	3	귀•하후패	101048	10																		
10064	4	신•하후패	101048	10	11																	
10064	5	성•하후패	102048	10	11																	
10064	6	왕•하후패	102048	10	11	12																
10064	7	황•하후패	103048	10	11	12																
10065	1	관평	100040,110040																			
10065	2	진•관평	100040,110040	10																		
10065	3	귀•관평	101040,111040	10																		
10065	4	신•관평	101040,111040	10	11																	
10065	5	성•관평	102040,112040	10	11																	
10065	6	왕•관평	102040,112040	10	11	12																
10065	7	황•관평	103040,113040	10	11	12																
10066	1	손로반	400111																			
10066	2	진•손로반	400111	7																		
10066	3	귀•손로반	401111	7																		
10066	4	신•손로반	401111	7	8																	
10066	5	성•손로반	402111	7	8																	
10066	6	왕•손로반	402111	7	8	9																
10066	7	황•손로반	403111	7	8	9																
10067	1	주연	100051																			
10067	2	진•주연	100051	10																		
10067	3	귀•주연	101051	10																		
10067	4	신•주연	101051	10	11																	
10067	5	성•주연	102051	10	11																	
10067	6	왕•주연	102051	10	11	12																
10067	7	황•주연	103051	10	11	12																
10068	1	정보	100048																			
10068	2	진•정보	100048	10																		
10068	3	귀•정보	101048	10																		
10068	4	신•정보	101048	10	11																	
10068	5	성•정보	102048	10	11																	
10068	6	왕•정보	102048	10	11	12																
10068	7	황•정보	103048	10	11	12																
10069	1	정보	100048																			
10069	2	진•정보	100048	10																		
10069	3	귀•정보	101048	10																		
10069	4	신•정보	101048	10	11																	
10069	5	성•정보	102048	10	11																	
10069	6	왕•정보	102048	10	11	12																
10069	7	황•정보	103048	10	11	12																
10070	1	허저	100061																			
10070	2	진•허저	100061	10																		
10070	3	귀•허저	101061	10																		
10070	4	신•허저	101061	10	11																	
10070	5	성•허저	102061	10	11																	
10070	6	왕•허저	102061	10	11	12																
10070	7	황•허저	103061	10	11	12																
10071	1	조절	200045																			
10071	2	진•조절	200045	4																		
10071	3	귀•조절	201045	4																		
10071	4	신•조절	201045	4	5																	
10071	5	성•조절	202045	4	5																	
10071	6	왕•조절	202045	4	5	6																
10071	7	황•조절	203045	4	5	6																
10072	1	관평	100040,110040																			
10072	2	진•관평	100040,110040	10																		
10072	3	귀•관평	101040,111040	10																		
10072	4	신•관평	101040,111040	10	11																	
10072	5	성•관평	102040,112040	10	11																	
10072	6	왕•관평	102040,112040	10	11	12																
10072	7	황•관평	103040,113040	10	11	12																
10073	1	주연	100051																			
10073	2	진•주연	100051	10																		
10073	3	귀•주연	101051	10																		
10073	4	신•주연	101051	10	11																	
10073	5	성•주연	102051	10	11																	
10073	6	왕•주연	102051	10	11	12																
10073	7	황•주연	103051	10	11	12																
10074	1	조절	200045																			
10074	2	진•조절	200045	4																		
10074	3	귀•조절	201045	4																		
10074	4	신•조절	201045	4	5																	
10074	5	성•조절	202045	4	5																	
10074	6	왕•조절	202045	4	5	6																
10074	7	황•조절	203045	4	5	6																
10075	1	주연	100051																			
10075	2	진•주연	100051	10																		
10075	3	귀•주연	101051	10																		
10075	4	신•주연	101051	10	11																	
10075	5	성•주연	102051	10	11																	
10075	6	왕•주연	102051	10	11	12																
10075	7	황•주연	103051	10	11	12																
10076	1	장수	100048																			
10076	2	진•장수	100048	10																		
10076	3	귀•장수	101048	10																		
10076	4	신•장수	101048	10	11																	
10076	5	성•장수	102048	10	11																	
10076	6	왕•장수	102048	10	11	12																
10076	7	황•장수	103048	10	11	12																
10077	1	황보숭	100048																			
10077	2	진•황보숭	100048	10																		
10077	3	귀•황보숭	101048	10																		
10077	4	신•황보숭	101048	10	11																	
10077	5	성•황보숭	102048	10	11																	
10077	6	왕•황보숭	102048	10	11	12																
10077	7	황•황보숭	103048	10	11	12																
10078	1	능조	100062																			
10078	2	진•능조	100062	10																		
10078	3	귀•능조	101062	10																		
10078	4	신•능조	101062	10	11																	
10078	5	성•능조	102062	10	11																	
10078	6	왕•능조	102062	10	11	12																
10078	7	황•능조	103062	10	11	12																
10079	1	황보숭	100048																			
10079	2	진•황보숭	100048	10																		
10079	3	귀•황보숭	101048	10																		
10079	4	신•황보숭	101048	10	11																	
10079	5	성•황보숭	102048	10	11																	
10079	6	왕•황보숭	102048	10	11	12																
10079	7	황•황보숭	103048	10	11	12																
10080	1	여포	100086,110086																			
10080	2	진•여포	100086,110086	10																		
10080	3	귀•여포	101086,111086	10																		
10080	4	신•여포	101086,111086	10	11																	
10080	5	성•여포	102086,112086	10	11																	
10080	6	왕•여포	102086,112086	10	11	12																
10080	7	황•여포	103086,113086	10	11	12																
10081	1	관흥	100044																			
10081	2	진•관흥	100044	10																		
10081	3	귀•관흥	101044	10																		
10081	4	신•관흥	101044	10	11																	
10081	5	성•관흥	102044	10	11																	
10081	6	왕•관흥	102044	10	11	12																
10081	7	황•관흥	103044	10	11	12																
10082	1	능통	200068																			
10082	2	진•능통	200068	4																		
10082	3	귀•능통	201068	4																		
10082	4	신•능통	201068	4	5																	
10082	5	성•능통	202068	4	5																	
10082	6	왕•능통	202068	4	5	6																
10082	7	황•능통	203068	4	5	6																
10083	1	원소	100051																			
10083	2	진•원소	100051	10																		
10083	3	귀•원소	101051	10																		
10083	4	신•원소	101051	10	11																	
10083	5	성•원소	102051	10	11																	
10083	6	왕•원소	102051	10	11	12																
10083	7	황•원소	103051	10	11	12																
10084	1	위연	100041																			
10084	2	진•위연	100041	10																		
10084	3	귀•위연	101041	10																		
10084	4	신•위연	101041	10	11																	
10084	5	성•위연	102041	10	11																	
10084	6	왕•위연	102041	10	11	12																
10084	7	황•위연	103041	10	11	12																
10085	1	엄안	100049																			
10085	2	진•엄안	100049	10																		
10085	3	귀•엄안	101049	10																		
10085	4	신•엄안	101049	10	11																	
10085	5	성•엄안	102049	10	11																	
10085	6	왕•엄안	102049	10	11	12																
10085	7	황•엄안	103049	10	11	12																
10086	1	하후패	100048																			
10086	2	진•하후패	100048	10																		
10086	3	귀•하후패	101048	10																		
10086	4	신•하후패	101048	10	11																	
10086	5	성•하후패	102048	10	11																	
10086	6	왕•하후패	102048	10	11	12																
10086	7	황•하후패	103048	10	11	12																
10087	1	맹획	100050																			
10087	2	진•맹획	100050	10																		
10087	3	귀•맹획	101050	10																		
10087	4	신•맹획	101050	10	11																	
10087	5	성•맹획	102050	10	11																	
10087	6	왕•맹획	102050	10	11	12																
10087	7	황•맹획	103050	10	11	12																
10088	1	법정	300043																			
10088	2	진•법정	300043	4																		
10088	3	귀•법정	301043	4																		
10088	4	신•법정	301043	4	5																	
10088	5	성•법정	302043	4	5																	
10088	6	왕•법정	302043	4	5	6																
10088	7	황•법정	303043	4	5	6																
10089	1	전위	100060,110060																			
10089	2	진•전위	100060,110060	10																		
10089	3	귀•전위	101060,111060	10																		
10089	4	신•전위	101060,111060	10	11																	
10089	5	성•전위	102060,112060	10	11																	
10089	6	왕•전위	102060,112060	10	11	12																
10089	7	황•전위	103060,113060	10	11	12																
10090	1	여포	100086,110086																			
10090	2	진•여포	100086,110086	10																		
