ID	名字	类型	品质	属性类型	属性值	随机属性概率1	随机属性概率2	随机属性概率3	随机属性概率4	随机属性概率5	随机属性概率6	价格	资源	描述	强化材料	强化ID	强化概率	合成材料	合成ID	洗练材料	空行	
66	고정도+5	1	55	1	1522	0	0.1	0.4	0.5	0	0	157000	gddao.png	손견이 사수관에서 쓰던 무기. 관우의 손에 죽은 서주자사 차주도 사용했던 칼.				{{50,4,5}}	157	{{-3,4,150000},{51,4,2}}		
72	월아극+5	1	55	1	1198	0	0.1	0.4	0.5	0	0	110500	yyji.png	초승달처럼 생긴 극. 예쁘지만 전투에서 매우 치명적인 무기.				{{50,4,5}}	157	{{-3,4,150000},{51,4,2}}		
132	현무갑옷+5	2	55	2	12768	0	0.1	0.4	0.5	0	0	89200	xwkjia.png	사대신수의 축복을 받은 갑옷， 그 능력은 상상불가 함.				{{50,4,5}}	151	{{-3,4,150000},{51,4,2}}		
138	주작투구+5	3	55	3	996	0	0.1	0.4	0.5	0	0	86500	zqtkui.png	사대신수의 축복을 받은 투구， 그 능력은 상상불가 함.				{{50,4,5}}	145	{{-3,4,150000},{51,4,2}}		
144	기린목걸이+5	4	55	4	1574	0	0.1	0.4	0.5	0	0	39870	qlxlian.png	사대신수의 축복을 받은 목걸이， 그 능력은 상상불가 함.				{{50,4,5}}	163	{{-3,4,150000},{51,4,2}}		
145	전신투구	3	60	3	1120	0	0	0.6	0.3	0.1	0	95450	zstkui.png	전쟁의 신이 착용한 투구로， 신의 능력으로 마법 피해를 줄여주는 신비의 투구	{{49,4,1},{-3,4,90000}}	146	40			{{-3,4,300000},{51,4,3}}		
151	기린갑옷	2	60	2	14300	0	0	0.6	0.3	0.1	0	96450	qlkjia.png	전설로 내려오는 마법 능력으로 연마한 갑옷으로， 착용한 무장의 생명을 극대화 한다.	{{49,4,1},{-3,4,90000}}	152	40			{{-3,4,300000},{51,4,3}}		
157	탐량마도	1	60	1	1690	0	0	0.6	0.3	0.1	0	172400	tlmdao.png	엣 신들이 사용하던 무기 중의 하나로， 검광 만으로도 생명의 위협을 느낄만큼 섬뜩하다.	{{49,4,1},{-3,4,90000}}	158	40			{{-3,4,300000},{51,4,3}}		
163	자미목걸이	4	60	4	1850	0	0	0.6	0.3	0.1	0	44650	zwhfu.png	전설의 자미신선이 신계를 보호를 위해 만든 보석으로， 후세에 이를 기리기 위해 자미목걸이라 하였다.	{{49,4,1},{-3,4,90000}}	164	40			{{-3,4,300000},{51,4,3}}		
146	전신투구+1	3	61	3	1260	0	0	0.5	0.4	0.1	0	104400	zstkui.png	전쟁의 신이 착용한 투구로， 신의 능력으로 마법 피해를 줄여주는 신비의 투구	{{49,4,1},{-3,4,100000}}	147	25			{{-3,4,300000},{51,4,3}}		
152	기린갑옷+1	2	61	2	16150	0	0	0.5	0.4	0.1	0	103700	qlkjia.png	전설로 내려오는 마법 능력으로 연마한 갑옷으로， 착용한 무장의 생명을 극대화 한다.	{{49,4,1},{-3,4,100000}}	153	25			{{-3,4,300000},{51,4,3}}		
158	탐량마도+1	1	61	1	1915	0	0	0.5	0.4	0.1	0	187800	tlmdao.png	엣 신들이 사용하던 무기 중의 하나로， 검광 만으로도 생명의 위협을 느낄만큼 섬뜩하다.	{{49,4,1},{-3,4,100000}}	159	25			{{-3,4,300000},{51,4,3}}		
164	자미목걸이+1	4	61	4	2140	0	0	0.5	0.4	0.1	0	49430	zwhfu.png	전설의 자미신선이 신계를 보호를 위해 만든 보석으로， 후세에 이를 기리기 위해 자미목걸이라 하였다.	{{49,4,1},{-3,4,100000}}	165	25			{{-3,4,300000},{51,4,3}}		
147	전신투구+2	3	62	3	1430	0	0	0.3	0.5	0.2	0	113350	zstkui.png	전쟁의 신이 착용한 투구로， 신의 능력으로 마법 피해를 줄여주는 신비의 투구	{{49,4,1},{-3,4,110000}}	148	15			{{-3,4,300000},{51,4,3}}		
153	기린갑옷+2	2	62	2	18250	0	0	0.3	0.5	0.2	0	110950	qlkjia.png	전설로 내려오는 마법 능력으로 연마한 갑옷으로， 착용한 무장의 생명을 극대화 한다.	{{49,4,1},{-3,4,110000}}	154	15			{{-3,4,300000},{51,4,3}}		
159	탐량마도+2	1	62	1	2160	0	0	0.3	0.5	0.2	0	203200	tlmdao.png	엣 신들이 사용하던 무기 중의 하나로， 검광 만으로도 생명의 위협을 느낄만큼 섬뜩하다.	{{49,4,1},{-3,4,110000}}	160	15			{{-3,4,300000},{51,4,3}}		
165	자미목걸이+2	4	62	4	2490	0	0	0.3	0.5	0.2	0	54210	zwhfu.png	전설의 자미신선이 신계를 보호를 위해 만든 보석으로， 후세에 이를 기리기 위해 자미목걸이라 하였다.	{{49,4,1},{-3,4,110000}}	166	15			{{-3,4,300000},{51,4,3}}		
148	전신투구+3	3	63	3	1610	0	0	0.2	0.4	0.4	0	122300	zstkui.png	전쟁의 신이 착용한 투구로， 신의 능력으로 마법 피해를 줄여주는 신비의 투구	{{49,4,1},{-3,4,120000}}	149	7			{{-3,4,300000},{51,4,3}}		
154	기린갑옷+3	2	63	2	20630	0	0	0.2	0.4	0.4	0	118200	qlkjia.png	전설로 내려오는 마법 능력으로 연마한 갑옷으로， 착용한 무장의 생명을 극대화 한다.	{{49,4,1},{-3,4,120000}}	155	7			{{-3,4,300000},{51,4,3}}		
160	탐량마도+3	1	63	1	2450	0	0	0.2	0.4	0.4	0	218600	tlmdao.png	엣 신들이 사용하던 무기 중의 하나로， 검광 만으로도 생명의 위협을 느낄만큼 섬뜩하다.	{{49,4,1},{-3,4,120000}}	161	7			{{-3,4,300000},{51,4,3}}		
166	자미목걸이+3	4	63	4	2880	0	0	0.2	0.4	0.4	0	58990	zwhfu.png	전설의 자미신선이 신계를 보호를 위해 만든 보석으로， 후세에 이를 기리기 위해 자미목걸이라 하였다.	{{49,4,1},{-3,4,120000}}	167	7			{{-3,4,300000},{51,4,3}}		
149	전신투구+4	3	64	3	1820	0	0	0.1	0.4	0.5	0	131250	zstkui.png	전쟁의 신이 착용한 투구로， 신의 능력으로 마법 피해를 줄여주는 신비의 투구	{{49,4,1},{-3,4,130000}}	150	3			{{-3,4,300000},{51,4,3}}		
155	기린갑옷+4	2	64	2	23310	0	0	0.1	0.4	0.5	0	125450	qlkjia.png	전설로 내려오는 마법 능력으로 연마한 갑옷으로， 착용한 무장의 생명을 극대화 한다.	{{49,4,1},{-3,4,130000}}	156	3			{{-3,4,300000},{51,4,3}}		
161	탐량마도+4	1	64	1	2760	0	0	0.1	0.4	0.5	0	234000	tlmdao.png	엣 신들이 사용하던 무기 중의 하나로， 검광 만으로도 생명의 위협을 느낄만큼 섬뜩하다.	{{49,4,1},{-3,4,130000}}	162	3			{{-3,4,300000},{51,4,3}}		
167	자미목걸이+4	4	64	4	3340	0	0	0.1	0.4	0.5	0	63770	zwhfu.png	전설의 자미신선이 신계를 보호를 위해 만든 보석으로， 후세에 이를 기리기 위해 자미목걸이라 하였다.	{{49,4,1},{-3,4,130000}}	168	3			{{-3,4,300000},{51,4,3}}		
150	전신투구+5	3	65	3	2060	0	0	0.1	0.3	0.6	0	140200	zstkui.png	전쟁의 신이 착용한 투구로， 신의 능력으로 마법 피해를 줄여주는 신비의 투구	{{49,4,1},{-3,4,150000}}	169	30			{{-3,4,300000},{51,4,3}}		
156	기린갑옷+5	2	65	2	26340	0	0	0.1	0.3	0.6	0	132700	qlkjia.png	전설로 내려오는 마법 능력으로 연마한 갑옷으로， 착용한 무장의 생명을 극대화 한다.	{{49,4,1},{-3,4,150000}}	173	30			{{-3,4,300000},{51,4,3}}		
162	탐량마도+5	1	65	1	3120	0	0	0.1	0.3	0.6	0	249400	tlmdao.png	엣 신들이 사용하던 무기 중의 하나로， 검광 만으로도 생명의 위협을 느낄만큼 섬뜩하다.	{{49,4,1},{-3,4,150000}}	177	30			{{-3,4,300000},{51,4,3}}		
168	자미목걸이+5	4	65	4	3880	0	0	0.1	0.3	0.6	0	68550	zwhfu.png	전설의 자미신선이 신계를 보호를 위해 만든 보석으로， 후세에 이를 기리기 위해 자미목걸이라 하였다.	{{49,4,1},{-3,4,150000}}	181	30			{{-3,4,300000},{51,4,3}}		
169	전신투구+6	3	66	3	2400	0	0	0.1	0.3	0.6	0	149150	zstkui.png	전쟁의 신이 착용한 투구로， 신의 능력으로 마법 피해를 줄여주는 신비의 투구	{{49,4,1},{-3,4,170000}}	170	20			{{-3,4,300000},{51,4,3}}		
173	기린갑옷+6	2	66	2	30810	0	0	0.1	0.3	0.6	0	139950	qlkjia.png	전설로 내려오는 마법 능력으로 연마한 갑옷으로， 착용한 무장의 생명을 극대화 한다.	{{49,4,1},{-3,4,170000}}	174	20			{{-3,4,300000},{51,4,3}}		
177	탐량마도+6	1	66	1	3650	0	0	0.1	0.3	0.6	0	264800	tlmdao.png	엣 신들이 사용하던 무기 중의 하나로， 검광 만으로도 생명의 위협을 느낄만큼 섬뜩하다.	{{49,4,1},{-3,4,170000}}	178	20			{{-3,4,300000},{51,4,3}}		
181	자미목걸이+6	4	66	4	4540	0	0	0.1	0.3	0.6	0	73330	zwhfu.png	전설의 자미신선이 신계를 보호를 위해 만든 보석으로， 후세에 이를 기리기 위해 자미목걸이라 하였다.	{{49,4,1},{-3,4,170000}}	182	20			{{-3,4,300000},{51,4,3}}		
170	전신투구+7	3	67	3	2800	0	0	0.1	0.3	0.6	0	158100	zstkui.png	전쟁의 신이 착용한 투구로， 신의 능력으로 마법 피해를 줄여주는 신비의 투구	{{49,4,1},{-3,4,190000}}	171	10			{{-3,4,300000},{51,4,3}}		
174	기린갑옷+7	2	67	2	36040	0	0	0.1	0.3	0.6	0	147200	qlkjia.png	전설로 내려오는 마법 능력으로 연마한 갑옷으로， 착용한 무장의 생명을 극대화 한다.	{{49,4,1},{-3,4,190000}}	175	10			{{-3,4,300000},{51,4,3}}		
178	탐량마도+7	1	67	1	4270	0	0	0.1	0.3	0.6	0	280200	tlmdao.png	엣 신들이 사용하던 무기 중의 하나로， 검광 만으로도 생명의 위협을 느낄만큼 섬뜩하다.	{{49,4,1},{-3,4,190000}}	179	10			{{-3,4,300000},{51,4,3}}		
182	자미목걸이+7	4	67	4	5310	0	0	0.1	0.3	0.6	0	78110	zwhfu.png	전설의 자미신선이 신계를 보호를 위해 만든 보석으로， 후세에 이를 기리기 위해 자미목걸이라 하였다.	{{49,4,1},{-3,4,190000}}	183	10			{{-3,4,300000},{51,4,3}}		
171	전신투구+8	3	68	3	3270	0	0	0.1	0.3	0.6	0	167050	zstkui.png	전쟁의 신이 착용한 투구로， 신의 능력으로 마법 피해를 줄여주는 신비의 투구	{{49,4,1},{-3,4,210000}}	172	5			{{-3,4,300000},{51,4,3}}		
175	기린갑옷+8	2	68	2	42160	0	0	0.1	0.3	0.6	0	154450	qlkjia.png	전설로 내려오는 마법 능력으로 연마한 갑옷으로， 착용한 무장의 생명을 극대화 한다.	{{49,4,1},{-3,4,210000}}	176	5			{{-3,4,300000},{51,4,3}}		
179	탐량마도+8	1	68	1	4990	0	0	0.1	0.3	0.6	0	295600	tlmdao.png	엣 신들이 사용하던 무기 중의 하나로， 검광 만으로도 생명의 위협을 느낄만큼 섬뜩하다.	{{49,4,1},{-3,4,210000}}	180	5			{{-3,4,300000},{51,4,3}}		
183	자미목걸이+8	4	68	4	6210	0	0	0.1	0.3	0.6	0	82890	zwhfu.png	전설의 자미신선이 신계를 보호를 위해 만든 보석으로， 후세에 이를 기리기 위해 자미목걸이라 하였다.	{{49,4,1},{-3,4,210000}}	184	5			{{-3,4,300000},{51,4,3}}		
172	전신투구+9	3	69	3	3820	0	0	0.1	0.3	0.6	0	176000	zstkui.png	전쟁의 신이 착용한 투구로， 신의 능력으로 마법 피해를 줄여주는 신비의 투구						{{-3,4,300000},{51,4,3}}		
176	기린갑옷+9	2	69	2	49320	0	0	0.1	0.3	0.6	0	161700	qlkjia.png	전설로 내려오는 마법 능력으로 연마한 갑옷으로， 착용한 무장의 생명을 극대화 한다.						{{-3,4,300000},{51,4,3}}		
180	탐량마도+9	1	69	1	5840	0	0	0.1	0.3	0.6	0	311000	tlmdao.png	엣 신들이 사용하던 무기 중의 하나로， 검광 만으로도 생명의 위협을 느낄만큼 섬뜩하다.						{{-3,4,300000},{51,4,3}}		
184	자미목걸이+9	4	69	4	7260	0	0	0.1	0.3	0.6	0	87670	zwhfu.png	전설의 자미신선이 신계를 보호를 위해 만든 보석으로， 후세에 이를 기리기 위해 자미목걸이라 하였다.						{{-3,4,300000},{51,4,3}}		
